date,nav,invested_pct,daily_log_ret,stopped_out,peak_nav,holdings
2026-07-20,9723.933585829098,100.0,-0.0085726689780257,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-21,9700.24944367654,100.0,-0.0024386254859562,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-22,9711.542215667,100.0,0.0011634962359558,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-23,9688.643184218205,100.0,-0.00236070342745,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-24,9741.46448935914,100.0,0.0054370707720614,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-27,9766.95748700406,100.0,0.0026135391357454,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-28,9949.73847674848,100.0,0.0185412633432608,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-29,9892.98816858234,100.0,-0.0057200266791418,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-30,9760.833006526836,100.0,-0.0134484945896957,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-07-31,9768.988936303997,100.0,0.0008352283267272,False,9990.0,"MNST, JNJ, SNA, INCY, ABBV, EW, CL, AME, WTS, NYT, KO, LIN, AM, PG, DTM, GILD, BMY, VRTX"
2026-08-03,9759.219947367692,100.0,-0.0010005003335834,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-04,9884.962370240624,100.0,0.0128021760562178,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-05,9767.43589112944,100.0,-0.0119606654243373,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-06,9768.273606100547,100.0,8.576243127881067e-05,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-07,9481.221352363844,100.0,-0.0298266042626745,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-10,9582.629634982375,100.0,0.0106389038800391,False,9990.0,"GGG, IEX, EOG, AME, NDSN, UNP, MNST, SNA, CHD, KO, VRTX, NYT, MLI, EA, CVX, BMY, XOM, CL"
2026-08-11,9342.294027170708,100.0,-0.02540021121582428,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-12,9356.645973286877,100.0,0.0015350548142358885,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-13,9389.067999369669,100.0,0.0034591436164406486,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-14,9352.862817854097,100.0,-0.003863553537254084,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-17,9378.267542580317,100.0,0.002712568842857801,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-18,9447.68835147238,100.0,0.0073750436832657135,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-19,9610.163543334047,100.0,0.01705114818447904,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-20,9543.24686130573,100.0,-0.006987471461247728,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-21,9628.700589794915,100.0,0.008914513730378075,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-24,9688.987073036085,100.0,0.006241604068918189,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-25,9718.225962553317,100.0,0.003013200461723741,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-26,9725.556469698004,100.0,0.000754020727966983,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-27,9665.12875468751,100.0,-0.006232674083131205,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-28,9605.15380012059,100.0,-0.00622462572047655,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-31,9573.085297573709,100.0,-0.003344262449915934,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
